Character,Line
Leslie Knope,I get it.
Leslie Knope,No hard feelings.
Leslie Knope,"Come on, Mel."
Leslie Knope,"Sorry for the delay, ladies, I was busy being ambushed by treachery."
Leslie Knope,"Anyone Uh, this gentleman wants to say something."
Leslie Knope,Nice to meet you.
Leslie Knope,"Like, ""I'm leaving Pawnee not!"""
Leslie Knope,"Is this one of those classic Ann ""not"" jokes?"
Leslie Knope,"So, if I'm hearing you correctly, you're telling me you're not thinking about leaving Pawnee."
Leslie Knope,"Wait, what were you saying?"
Leslie Knope,Huh?
Leslie Knope,Wait.
Leslie Knope,I knew she was a monster.
Leslie Knope,Was it Evelyn?
Leslie Knope,Did somebody put you up to this?
Leslie Knope,Hmm?
Leslie Knope,No.
Leslie Knope,"Uh, I've got a ton of work to do."
Leslie Knope,What?
Leslie Knope,With your tiny little doll feet.
Leslie Knope,"I mean, nobody can fill your shoes, Ann."
Leslie Knope,I feel sorry for her.
Leslie Knope,"Thank you, ma'am."
Leslie Knope,"I'm super busy, so you can let yourself"
Leslie Knope,Wow.
Leslie Knope,Ahem.
Leslie Knope,What a story.
Leslie Knope,Anyone else?
Leslie Knope,So did you have a chance to compare notes on your respective duties?
Leslie Knope,Wow.
Leslie Knope,It's nice to see a friendship blossoming instead of wiling away like a dying turd flower.
Leslie Knope,I should probably talk to him.
Leslie Knope,"Okay, take it easy, Alonzo."
Leslie Knope,"Thanks, Tom."
Leslie Knope,You're the best.
Leslie Knope,"All right, Donna."
Leslie Knope,There's gonna have to be some cutbacks.
Leslie Knope,"I mean, your job is secure, of course."
Leslie Knope,You're basically the glue of this department.
Leslie Knope,I'd like to hear from each and every one of you about a time when prejudice has touched your lives.
Leslie Knope,Can we be doing more?
Leslie Knope,"There are two Eagleton departments Pawnee does not have: the Department of Infinity Pool Design and the Department of Dressage, which I am told is a fancy horseriding thing."
Leslie Knope,But I think Craig's gonna have to go.
Leslie Knope,"Uh, Donna, I'm right here."
Leslie Knope,"Wait, what are you saying?"
Leslie Knope,Are you thinking about leaving?
Leslie Knope,Intolerance.
Leslie Knope,"Things are exactly the way they were back in 1817, except, you know, women and minorities can vote, we have indoor toilets, and we no longer burn widows for learning arithmetic."
Leslie Knope,"At 12:01 this morning, the city of Eagleton ceased to exist and was reabsorbed back into Pawnee."
Leslie Knope,Huh?
Leslie Knope,What?
Leslie Knope,"Yeah, we do, Rose, and you bring up a very good point."
Leslie Knope,That's not good.
Leslie Knope,Wow.
Leslie Knope,What do you mean?
Leslie Knope,So would you be opposed to signing an official loyalty pledge to our new town?
Leslie Knope,"Well, you know what I think is crazemazing?"
Leslie Knope,Commitment.
Leslie Knope,I'm looking for someone who's in it for the long haul.
Leslie Knope,"We are basically creating a new version of Pawnee, and if Pawnee is gonna commit to one of you, you need to commit to Pawnee."
Leslie Knope,"Tynnyfer, do you have kids?"
Leslie Knope,"Okay, Eagleton Ron, tell me a little about yourself."
Leslie Knope,"Welcome back, Jerry Gergich."
Leslie Knope,You only eat vegetables that have been thrown out in people's dumpsters.
Leslie Knope,We brought Jerry out of retirement because we have a mountain of filing to get through.
Leslie Knope,I would like to introduce our new filing temp.
Leslie Knope,Welcome to Pawnee!
Leslie Knope,"Anyway, I also have a little surprise."
Leslie Knope,"You do have a counterpart, actually."
Leslie Knope,"And Ron, your guy is also named Ron."
Leslie Knope,"April, you'll be with someone named Tynnyfer."
Leslie Knope,"Donna, you'll be with Craig."
Leslie Knope,"Soon, you will be paired up with a person who was roughly your equivalent in Eagleton."
Leslie Knope,"Okay, Pawnee Parks Department."
Leslie Knope,"Well, Eagleton Ron, we here in Pawnee value loyalty above all else."
Leslie Knope,No.
Leslie Knope,"The rest of you, welcome to your new departments."
Leslie Knope,"All you horse dancing people, sit in your saddles if you will."
Leslie Knope,"His name is Eric, and I've heard he's amazing."
Leslie Knope,What part of that do you not understand?
Leslie Knope,"Just sit there, let me stare at you while you silently support me on this game plan."
Leslie Knope,Will you just shut your beautiful pie hole?
Leslie Knope,Yeah.
Leslie Knope,Knope out.
Leslie Knope,"Unless, of course, you're an Eagletonian, and then you'll be too busy polishing your monocle at the caviar store."
Leslie Knope,I'll see ya at the game.
Leslie Knope,"Thanks, guys."
Leslie Knope,"Okay, Eagleton Ron."
Leslie Knope,"But when you tell 'em it's time to change their oil, they ask, ""Extra virgin or white truffle?"""
Leslie Knope,"I mean, I'm not saying that Eagletonians are out of touch."
Leslie Knope,I think it might be time for you to go.
Leslie Knope,"This Ron has the position pretty much locked up, and, uh, I don't think we have any room for you in our department."
Leslie Knope,"What I really want to say is, I'm sorry."
Leslie Knope,"Well, if you'll excuse me, I need to ascertain the whereabouts of some oversized ceremonial scissors."
Leslie Knope,You're my best friend.
Leslie Knope,Okay.
Leslie Knope,This whole thing is just scary and confusing.
Leslie Knope,I love you.
Leslie Knope,"I want to talk about this, all of this, whatever it means."
Leslie Knope,I think it does.
Leslie Knope,That make sense?
Leslie Knope,Was that okay?
Leslie Knope,Well
Leslie Knope,Those are my real friends.
Leslie Knope,I'd pop a Xanax and ask my butler to help me out.
Leslie Knope,"I've got Tynnyfer now, and Craig, and Eric, the racist drug dealer who I've yet to meet."
Leslie Knope,Whatever.
Leslie Knope,"Yeah, and auditing sistah."
Leslie Knope,"Oh, Craig!"
Leslie Knope,What does that all mean?
Leslie Knope,And now he doesn't want to work together anymore?
Leslie Knope,The only thing we have left is work.
Leslie Knope,"We have fun, don't we?"
Leslie Knope,"Do you guys remember when this all started and I came in here with the cookies, and then Craig said something so Craig and we all laughed, and we were like, ""Craig!"""
Leslie Knope,I'm just freaking out.
Leslie Knope,Do you think it would be weird if we held hands?
Leslie Knope,"I mean, he's not even attending the ribboncutting ceremony of a park that we made together."
Leslie Knope,Probably.
Leslie Knope,"Excuse me, Ron, I am talking to my best friends."
Leslie Knope,Let me go!
Leslie Knope,"Best friends, attack Ron!"
Leslie Knope,I don't need to explain myself to you! I am the czar.
Leslie Knope,I can do as I please.
Leslie Knope,Those who cross the czar feel the wrath of the czar! Ann is thinking about leaving Pawnee.
Leslie Knope,"Moving, with Chris."
Leslie Knope,"Nice, Ron? Edible arrangements are nice."
Leslie Knope,"This is volcanically hot betrayal! She is my best friend! She's thinking about leaving, just like that!"
Leslie Knope,"And she wants to ""talk to me"" about it? It's like, I don't even know what to say."
Leslie Knope,I don't even need her.
Leslie Knope,I'll tell you what I'd do if I was an Eagletonian.
Leslie Knope,"So, I bet somebody feels pretty stupid right now."
Leslie Knope,"I ate one of these for breakfast this morning, and I found a worm in it."
Leslie Knope,Look.
Leslie Knope,I'm trying to be a little less intense and a little more considerate.
Leslie Knope,We're just working out the kinks.
Leslie Knope,"No, no, no."
Leslie Knope,"Well, almost."
Leslie Knope,"Here, have a seat."
Leslie Knope,Nothing.
Leslie Knope,But only if you want to.
Leslie Knope,What?
Leslie Knope,It's not important.
Leslie Knope,The only thing that's important is you.
Leslie Knope,Slamming Eagleton is the easiest way to score some points.
Leslie Knope,"I'm losing the recall election, Ben."
Leslie Knope,"I never listened to what you wanted, or how you wanted us to be when things Ended between us."
Leslie Knope,"I just decided what I wanted, and I got upset when you didn't want the same thing."
Leslie Knope,I'm ready to talk about this.
Leslie Knope,"I know that's not fair, and I'm very sorry."
Leslie Knope,I'm so glad you're on my team.
Leslie Knope,That's the sexiest thing you've ever said to me.
Leslie Knope,Mmm.
Leslie Knope,I want to talk about this.
Leslie Knope,You don't need to decrease your time with me.
Leslie Knope,I wasn't sure you were gonna come.
Leslie Knope,Am I proud of it?
Leslie Knope,Hey.
Leslie Knope,"Oh, no, these are pesticide free."
Leslie Knope,"If you beat us this year, we will give you a basket of apples from our Pawnee orchard."
Leslie Knope,"As always, we would like to make a friendly wager with Eagleton."
Leslie Knope,And pregnant.
Leslie Knope,While she was in office.
Leslie Knope,Hey.
Leslie Knope,"Uh, you are excused, Fake Ann."
Leslie Knope,You need to spend more time with me.
Leslie Knope,That was six hours well spent.
Leslie Knope,I thank you.
Leslie Knope,Let's do this.
Leslie Knope,"In fact, you need to increase your time with me."
Leslie Knope,She thinks she's so great because she won the Miss Indiana Beauty Pageant.
Leslie Knope,She's a city councilor from Eagleton.
Leslie Knope,That awful human being is Ingrid de Forest.
Leslie Knope,"This year, we get to host the Pawnee Eagleton tipoff classic."
Leslie Knope,"Yes, because Eagleton sucks."
Leslie Knope,Would I do it again?
Leslie Knope,"Yes, because Eagleton sucks."
Leslie Knope,But is it the classiest move?
Leslie Knope,Because Eagleton sucks.
Leslie Knope,Yes.
Leslie Knope,Last year.
Leslie Knope,"If there's a problem with Eagleton, I wanna be there."
Leslie Knope,That's like a dream come true.
Leslie Knope,"Besides, I have a new routine I'm working on."
Leslie Knope,"""You blew it."""
Leslie Knope,"""Well, well, well"" Tsk, tsk, tsk."
Leslie Knope,Let's get started with our first slide.
Leslie Knope,You may find it very informative.
Leslie Knope,How about them apples?
Leslie Knope,Do you like apples?
Leslie Knope,Do you like apples?
Leslie Knope,"No, you don't."
Leslie Knope,Let's pretend this box is the basket of apples I bet them on the game.
Leslie Knope,You pretend you're Ingrid.
Leslie Knope,"Plus, guess what I get to do after the game now."
Leslie Knope,Now I get to remind people of that fact as we watch our worst enemy collapse into bankruptcy.
Leslie Knope,I saved Pawnee from bankruptcy.
Leslie Knope,This is gonna hand me the recall election.
Leslie Knope,Now that is the sexiest thing you've ever said to me.
Leslie Knope,Ahh.
Leslie Knope,What does this mean for them?
Leslie Knope,And take it personally.
Leslie Knope,"I kind of feel like we got off on the wrong foot, so I made unity cookies with the Pawnee town's original colors of blue and yellow."
Leslie Knope,"However, I did not have yellow frosting, so I had to use mustard."
Leslie Knope,But do not worry.
Leslie Knope,"""Super hard."""
Leslie Knope,"""Complete buffoonery."""
Leslie Knope,"""It's hilarious."""
Leslie Knope,"And ""You deserve it."""
Leslie Knope,"No, Ann, please, I beg of you."
Leslie Knope,Fine!
Leslie Knope,I can meet you there.
Leslie Knope,We can go over the poll numbers.
Leslie Knope,"Ben, you ready for dinner?"
Leslie Knope,You only have to work here until I'm dead!
Leslie Knope,Is that better?
Leslie Knope,"Okay, all Eagleton people meet me in the conference room."
Leslie Knope,"All Pawnee people, sit at your desks."
Leslie Knope,I made enough of them for everybody to wear at the game.
Leslie Knope,"I put tons of sugar on them, so it will even it out."
Leslie Knope,"Fantastic, right?"
Leslie Knope,"And if you walk out that door, none of us here, and I repeat, none of us will ever help you again."
Leslie Knope,"Your butler made your bed, now you gotta lie in it."
Leslie Knope,"Whatever, blondie."
Leslie Knope,And you need to release a statement that says that Pawnee rules and Eagleton drools.
Leslie Knope,"25% interest, compounded monthly."
Leslie Knope,"We are willing to provide a bridge loan for 50,000 dollars."
Leslie Knope,We do have a plan.
Leslie Knope,I'll skip ahead.
Leslie Knope,Fine.
Leslie Knope,"Oh, like they took it easy on us when they stole all our money and seceded from our town?"
Leslie Knope,Think fast.
Leslie Knope,"Hey, I've gained a lot of ground in the polls."
Leslie Knope,Oh my God.
Leslie Knope,Whose fault is this?
Leslie Knope,You're kind of pretty.
Leslie Knope,"I mean, you're not ""Ann"" pretty, but you have potential."
Leslie Knope,I'm sorry.
Leslie Knope,"No, what I'll do is I'll get the neighborhood all riled up, and then maybe they'll ask for an environmental impact report and then Ben and I will work together for at least another year."
Leslie Knope,Is it?
Leslie Knope,"Honestly, is it?"
Leslie Knope,"I mean, I guess I just need to leave Ben alone."
Leslie Knope,That's what he says he wants.
Leslie Knope,Okay.
Leslie Knope,"Well, this steamroller is hanging up her The rolly thing on the front of the machine."
Leslie Knope,What do you what do you call that?
Leslie Knope,"Shut your kind of pretty mouth and, uh, eat a mustard cookie."
Leslie Knope,Probably.
Leslie Knope,Okay.
Leslie Knope,I should just drag out that tiny park project for as long as possible so Ben and I can keep working together.
Leslie Knope,"Okay, so let's chitchat, huh?"
Leslie Knope,Let's get to know each other and then become familiar best friends.
Leslie Knope,Yeah.
Leslie Knope,That's so Craig.
Leslie Knope,"If you make your omelet out of Faberge eggs, you just might"
Leslie Knope,"Kind of like a Jeff Foxworthy type thing, but about Eagleton."
Leslie Knope,"So, what's your story, new Ann?"
Leslie Knope,"Good idea, Ann."
Leslie Knope,"Well, you should call me a bulldozer rather than a steamroller."
Leslie Knope,"You are a man of principle and I respect that, cool Ron."
Leslie Knope,I demand to know.
Leslie Knope,Ben thinks that I'm a steamroller?
Leslie Knope,That's unbelievable.
Leslie Knope,How dare he think that I'm a steamroller?
Leslie Knope,"I know, he's going through a phase right now, and eventually we're gonna both be friends again."
Leslie Knope,Mmm!
Leslie Knope,Working too hard.
Leslie Knope,"I know, Ann, you keep starting all these sentences and not finishing"
Leslie Knope,Is that 100 Euros?
Leslie Knope,That's insane.
Leslie Knope,Everything in my life is going wrong right now.
Leslie Knope,You love Harry Potter.
Leslie Knope,You look beautiful.
Leslie Knope,Damn it.
Leslie Knope,Say cheese.
Leslie Knope,"Because you order white wine, and it gives you a headache."
Leslie Knope,"It really is a pleasure to see you in this context, Ingrid."
Leslie Knope,Okay.
Leslie Knope,I know.
Leslie Knope,I know I do this.
Leslie Knope,I'm the worst.
Leslie Knope,Sugar mustard.
Leslie Knope,You've seen all eight movies!
Leslie Knope,Of course I'm upset that I lost the recall election.
Leslie Knope,How how did they get that picture so
Leslie Knope,"Well, we've been at it for hours."
Leslie Knope,I love you so much.
Leslie Knope,This is real.
Leslie Knope,You're my husband.
Leslie Knope,You married me in front of people.
Leslie Knope,"We may have peaked, but it doesn't matter."
Leslie Knope,"We need to do something big, you know, something that really lets people know that we're gonna love each other forever."
Leslie Knope,I got it.
Leslie Knope,"We would like to get tattoos on our bodies, 'cause we love each other."
Leslie Knope,Yes!
Leslie Knope,It happened!
Leslie Knope,Look what he's doing.
Leslie Knope,He's breaking pens.
Leslie Knope,Right here.
Leslie Knope,Can I ask you a question?
Leslie Knope,Are we the cutest couple you've ever seen?
Leslie Knope,I have a big idea.
Leslie Knope,"I want a portrait of Eleanor Roosevelt, tastefully done, and then she has a very classy tattoo of Pat Benatar on her arm."
Leslie Knope,"Global politics can change, and scenarios can arise and suddenly you're just like, ""wait, I thought this one thing, but look over there."""
Leslie Knope,Let's keep talking.
Leslie Knope,And that's very subtle.
Leslie Knope,"Good, I like what you're saying."
Leslie Knope,"And the people were like, pffft!"
Leslie Knope,"Yes, Ray."
Leslie Knope,"I wanted to be a city councilor, and I did, and I was, and I was like, whoo!"
Leslie Knope,"I had my time, you know?"
Leslie Knope,"And, Trish, I may not have voted for you, but now is the time for us to come together."
Leslie Knope,"Susan and I will continue on until the women of Pawnee are judged not by the flatness of their tummies, but by the contents of their brains."
Leslie Knope,"This isn't the first time that Susans have lost to Trishes, and it won't be the last."
Leslie Knope,Especially Susan.
Leslie Knope,Yes.
Leslie Knope,Why don't we just take a moment to give a round of applause to all the contestants this evening?
Leslie Knope,"Excuse me, everyone."
Leslie Knope,Which interview is this?
Leslie Knope,"""Hold up."""
Leslie Knope,"Yeah, sounds interesting."
Leslie Knope,"""That's a different thing, and it's changing everything,"" and I'm like, ""What?"""
Leslie Knope,And now I'm going to spend the rest of my life really chill.
Leslie Knope,Yeah.
Leslie Knope,There it is.
Leslie Knope,Drink up.
Leslie Knope,Shots!
Leslie Knope,You know what?
Leslie Knope,"You might want to stop saying ""resigned in disgrace."""
Leslie Knope,Especially during job interviews.
Leslie Knope,"Guys, all I ask is that you look into your hearts, and think, really think, about what you've seen and ask yourselves, ""Who is the most impressive woman here tonight?"""
Leslie Knope,"Okay, so, it's still 3- 2 for Trish."
Leslie Knope,I did my thing.
Leslie Knope,"No, scratch that."
Leslie Knope,"What we need to focus on is how to destroy Peru, specifically one person who lives there."
Leslie Knope,Scratch all that.
Leslie Knope,What we are doing is not nuts.
Leslie Knope,"And I don't think we should rush this, you know?"
Leslie Knope,"Well, her name is Trish."
Leslie Knope,What do you mean?
Leslie Knope,"No, she didn't-- She didn't answer my question."
Leslie Knope,We are merely getting tattoos so that everybody knows we love each other and that we haven't peaked.
Leslie Knope,"Goodbye, world traveler."
Leslie Knope,Don't applaud that.
Leslie Knope,What can we do as citizens to improve on that experiment?
Leslie Knope,"Trish, Alexis de Tocqueville called America ""The Great Experiment."""
Leslie Knope,"Okay, I have a real question, if you don't mind, Tom."
Leslie Knope,Over here.
Leslie Knope,"Hey, hey!"
Leslie Knope,"Okay, so let's talk about damage control."
Leslie Knope,"Now, I could go on Pawnee Today, but and I know this is a long shot Oprah has her own network now."
Leslie Knope,"Her values are strong, her commitment to her job is very admirable, she has a real sense ofâ¦"
Leslie Knope,"But in my mind, Susan is the perfect Miss Pawnee."
Leslie Knope,"""Sit tight""?"
Leslie Knope,"No, Susan isn't a perfect 10."
Leslie Knope,"""Take a beat""?"
Leslie Knope,She got
Leslie Knope,"Be ""respitable"" for a second, okay?"
Leslie Knope,"Ann, relax."
Leslie Knope,Then I got you a tree ornament.
Leslie Knope,"No, okay."
Leslie Knope,"Jessica, may I ask, what was your talent?"
Leslie Knope,"Just write ""Ben""."
Leslie Knope,Ann's here!
Leslie Knope,But Trish will win this pageant over my dead body.
Leslie Knope,"I'm a judge, so I don't want to sound partial."
Leslie Knope,Consider yourselves sequestered.
Leslie Knope,Okay?
Leslie Knope,"Now, nobody leaves this room until we discuss all of it."
Leslie Knope,She'll be someone that little girls in South Central Indiana look up to.
Leslie Knope,"Look, whoever we choose is going to represent the ideal woman for a year."
Leslie Knope,"I hope you honor this crown with dignity, and a devotion to all--"
Leslie Knope,"Everyone, wait, wait, wait."
Leslie Knope,"Okay, hold on, everyone."
Leslie Knope,I think--
Leslie Knope,"Hi, hi, hi, hi."
Leslie Knope,"Well, take Susan, for example."
Leslie Knope,Sorry I'm late.
Leslie Knope,Ann wants a tattoo!
Leslie Knope,I was off getting holiday gifts for my team.
Leslie Knope,"William, here is a Knope 2012 tree ornament."
Leslie Knope,"And Elizabeth, I got you a Knope 2012 Menorah Maybe?"
Leslie Knope,Ann!
Leslie Knope,Hold on.
Leslie Knope,"""Relax""?"
Leslie Knope,Who has tanks for me?
Leslie Knope,What are you doing here?
Leslie Knope,"Thanks to a lot of hard work and some very dedicated civil servants, this has been a banner year for our city."
Leslie Knope,Why did you have to bring her here?
Leslie Knope,"Hey, guys, come on in."
Leslie Knope,No more distractions.
Leslie Knope,"I want this to be the best founder's week ever, okay?"
Leslie Knope,"Guys, we need to focus."
Leslie Knope,Welcome to the den of horrors.
Leslie Knope,"Scary stuff is invisible, Leah. Broken dreams, disappointment, achieving your greatest goal and having it all fall apart and knowing that you'll never climb any higher."
Leslie Knope,"I'm gonna give you something sweeter than candy, Ryan. The truth."
Leslie Knope,It's very possible that some of you have already peaked.
Leslie Knope,That's cool.
Leslie Knope,"It's all downhill from here, turkeys."
Leslie Knope,What makes Pawnee so great?
Leslie Knope,I totally understand that.
Leslie Knope,It is Ms. Knope.
Leslie Knope,the only thing I will be waving is your decapitated head on a stick in front of your weeping mother!
Leslie Knope,"I'm just going to, uh, take my flash drive and I'll do some work from home."
Leslie Knope,"Donna, help me out."
Leslie Knope,"It's not city councilwoman Knope, because that chapter of my life is already over."
Leslie Knope,"Just remember, kids, nothing gold can stay."
Leslie Knope,"Oh, I'm not gonna do my job."
Leslie Knope,Obesity and diabetes are down.
Leslie Knope,"I'm just gonna oversee the department, and check in on the parks, and attend any meetings that require the deputy director."
Leslie Knope,"Oh, cry me a river."
Leslie Knope,What?
Leslie Knope,Why did I ever fight this?
Leslie Knope,I can't get over the Gary/Jerry thing.
Leslie Knope,Who'd like to start?
Leslie Knope,Are you better off now than you were a year ago?
Leslie Knope,I am here today to ask you one question.
Leslie Knope,"Come on, come on, come on."
Leslie Knope,"In fact, this forum is kind of my victory lap."
Leslie Knope,I am very proud of what we've accomplished.
Leslie Knope,"People can now suddenly feel safe in our parks, grocery stores, and hospitals."
Leslie Knope,Pawnee raccoon attacks have decreased.
Leslie Knope,"Oh, concession speech?"
Leslie Knope,"Yeah, I wrote one."
Leslie Knope,I'm gonna go fall asleep on a bench.
Leslie Knope,"What are you gonna do without tides, Peru?"
Leslie Knope,We got the freaking moon.
Leslie Knope,Yeah!
Leslie Knope,"Together, we stand and I ask all of you who is ready to join the Coalition of the Willing?"
Leslie Knope,"Hey, Chris!"
Leslie Knope,Test scores are up.
Leslie Knope,And history will be unkind to those who stand opposed to justice.
Leslie Knope,"That's no problemo, Peru, because Denmark no longer recognizes the authority of this international gang of thugs."
Leslie Knope,"Wow, is that a new jogging shirt?"
Leslie Knope,Do I stutter?
Leslie Knope,"April, what makes Pawnee the best city in the world?"
Leslie Knope,Let's do an exercise.
Leslie Knope,"I'm inventing a new spice called ""salgar."""
Leslie Knope,Accepting that you've peaked is very freeing.
Leslie Knope,"It's part salt, part sugar."
Leslie Knope,"Well, well, well, look who is brave enough to show his face in Europe."
Leslie Knope,"God, it's time for you to nut up, Switzerland."
Leslie Knope,This is war.
Leslie Knope,Butterscotch pudding.
Leslie Knope,Food schmood.
Leslie Knope,"Okay, I have to go to this meeting with my advisers."
Leslie Knope,Or do you?
Leslie Knope,"Maybe instead of working super hard to rebuild your life, you just said, ""I peaked."""
Leslie Knope,Wow.
Leslie Knope,What a great run.
Leslie Knope,"Right now, my schedule is just so full."
Leslie Knope,But I'm just busy.
Leslie Knope,"Dave, I like you."
Leslie Knope,Okay.
Leslie Knope,We did.
Leslie Knope,Yes.
Leslie Knope,"You have a big day, right?"
Leslie Knope,Yeah.
Leslie Knope,"I mean, look at me, look how busy I am."
Leslie Knope,"Totally, the key is you have to keep yourself busy, or else you're gonna go crazy."
Leslie Knope,"You know, actually, I feel like I can finally relax."
Leslie Knope,I don't feel awful.
Leslie Knope,"I don't wanna overhype it, but our parade makes the rose bowl parade look like a turds on wheels convention."
Leslie Knope,"We've got a pie eating contest, a giant petting zoo, and the granddaddy of them all, the founder's week parade."
Leslie Knope,Founder's week is a yearly celebration of all things Pawnee.
Leslie Knope,That's the spirit.
Leslie Knope,"And before we start brainstorming, I just wanna thank Ron for lending us his cabin."
Leslie Knope,You will find information about founder's week.
Leslie Knope,Look in your folders.
Leslie Knope,"Okay, everyone."
Leslie Knope,Give me the nasal spray.
Leslie Knope,On three.
Leslie Knope,Hey.
Leslie Knope,One Two Two Three.
Leslie Knope,Hmm.
Leslie Knope,"No, they will not be joining us."
Leslie Knope,"You betrayed me, and you went behind my back, and now you need to pay."
Leslie Knope,It's so nice to be able to sit here in public and have breakfast with you.
Leslie Knope,I agree.
Leslie Knope,How about Friday for dinner?
Leslie Knope,"In a way, my suspension from work was kind of a blessing."
Leslie Knope,"Look, I'd love to go out with you."
Leslie Knope,Thanks for coming.
Leslie Knope,Hey.
Leslie Knope,I figured.
Leslie Knope,I don't really do any of those things.
Leslie Knope,"In fact, while I was in that meeting, I was also planning my mother's birthday party in my head."
Leslie Knope,She got me good.
Leslie Knope,Three: I am furious that putt-putt has been defunded.
Leslie Knope,"And only because Jamm was going to double-cross you, and I made him stick to his word."
Leslie Knope,"Two: Congratulations, putt-putt has been defunded."
Leslie Knope,One: You drive me nuts with your rigid code of honor.
Leslie Knope,I have six things to say to you.
Leslie Knope,Wow!
Leslie Knope,Great turn out.
Leslie Knope,"Okay, welcome everyone to the first meeting of the Parks Committee of Pawnee, or PCP."
Leslie Knope,"Wow, Jamm, even for you, this is pretty sleazy."
Leslie Knope,"See, because Yes, because, like the drug PCP, we are so fast acting and powerful, we should be illegal."
Leslie Knope,"Now, what do you want to see fixed in the parks?"
Leslie Knope,Yes?
Leslie Knope,"I am, of course, disappointed."
Leslie Knope,"But I am still your City councilwoman for 30 more days, and I intend to spend every second I have left working for you and this great city."
Leslie Knope,You shook Ron's hand and told him that you were gonna vote to close the putt-putt.
Leslie Knope,"Jamm, are you here to rub it in my face that I lost your vote last night?"
Leslie Knope,That is a terrible-- his name is Mr. Fuzzyface!
Leslie Knope,They're not the right principles.
Leslie Knope,Hey! There you guys are.
Leslie Knope,Those principles stink.
Leslie Knope,But you know what?
Leslie Knope,Four: I am sorry that I said the gorilla's blood was on your hands.
Leslie Knope,"You should just stick to your stupid, rigid, antigovernment principles."
Leslie Knope,"The votes have been counted, and I have been recalled."
Leslie Knope,Thank you.
Leslie Knope,"Oh, my God."
Leslie Knope,And then you either realize that I'm right or you get hungry and go home and I win.
Leslie Knope,"I'll form a citizen action committee, I'll lobby from the outside, I'll harness the power of the community."
Leslie Knope,"Oh, my God, I finally have some work to do."
Leslie Knope,People with strong opinions hashing it out respectfully.
Leslie Knope,"Frankly, I hoped it would be like dealing with you."
Leslie Knope,"But every once in a while, I end up in a situation that makes my stomach queasy."
Leslie Knope,"Thank you so much for dinner, honey."
Leslie Knope,"I have been in the city council for almost a year, and I'm proud of what I've done."
Leslie Knope,Very much.
Leslie Knope,"And six: Your rigid code of honor, which drives me nuts, makes you a wonderful human being, and I am proud to call you my friend, and don't ever change."
Leslie Knope,"""I was voted out of office."""
Leslie Knope,"""In 30 days, I will no longer be a Pawnee city councilor."""
Leslie Knope,"Five: Putt-putt is for children, and they are the future, and I have already written a ballot measure that will save it, and it will pass."
Leslie Knope,"Oh, it's so hard to read when you're drunk."
Leslie Knope,'Twas Leslie killed the beast.
Leslie Knope,"""But I am Leslie Knope."""
Leslie Knope,"""I am more than a city councilor."""
Leslie Knope,"""I am an unstoppable force of energy."""
Leslie Knope,"""And I will use those days to work as hard as I can."""
Leslie Knope,"Ann, you poetic and noble land mermaid, you're right once again."
Leslie Knope,No problem.
Leslie Knope,"Right, I mean, God forbid you're flexible in any way."
Leslie Knope,I would pay any amount of money to properly shame you.
Leslie Knope,"Uh, II know for a fact that nobody in the parks department reads letters, except for one person, who is amazing, but she isn't currently there, because he was suspended."
Leslie Knope,"Check it out, Tom-- the Eagleton reservoir."
Leslie Knope,Isn't it stunning?
Leslie Knope,What if I told you that this water has fluoride in it?
Leslie Knope,Take it and run.
Leslie Knope,Unleash hell!
Leslie Knope,"Scandinavian brothers, on my signal."
Leslie Knope,"Due to a recent betrayal, my homeland, the great state of Denmark, has officially decided to declare war on Peru."
Leslie Knope,This is an urgent world matter.
Leslie Knope,Attention.
Leslie Knope,"Here, kid, want this, huh?"
Leslie Knope,Just excuse me for a
Leslie Knope,"No, you won't."
Leslie Knope,"No, he gets the dragon too?"
Leslie Knope,Damn it!
Leslie Knope,"Don't mess up, don't mess up, don't mess up."
Leslie Knope,Ayn Rand is a terrible writer.
Leslie Knope,That leaves me with only one option.
Leslie Knope,You know what?
Leslie Knope,"First of all, send me a link to that video."
Leslie Knope,"But more importantly, now that we have access to the Eagleton reservoir and the water treatment supply, Pawnee is going to have fluoride in its water for the first time in our history, our oral history."
Leslie Knope,"But I have been nothing but straightforward with him, and if anyone in the entire world should understand the difficult position I'm in, it's It's just I've made an effort and I've shared my flags with him, and suddenly, he doesn't want to be friends?"
Leslie Knope,I guess you would know.
Leslie Knope,Okay.
Leslie Knope,I told you to run a button hook.
Leslie Knope,"Come on, Reggie!"
Leslie Knope,Irrelevant.
Leslie Knope,"Pretty damn amazing, Diane."
Leslie Knope,Now shush.
Leslie Knope,"If we want to get the government off their bloated, bureaucratic butts, then we need our voices to be heard, and that's what we're gonna do."
Leslie Knope,"Clear eyes, full hearts, can't lose."
Leslie Knope,Your office shall serve as its monkey tomb.
Leslie Knope,"It used to bring joy to hundreds of Pawnee families, but then you got rid of its habitat, so it died."
Leslie Knope,I believe you know this gorilla.
Leslie Knope,"Oh, hello, Ron."
Leslie Knope,"Okay, Ben, I need some help with the re-zoning thing."
Leslie Knope,Yeah.
Leslie Knope,"Also, I think we should paint our deck, so I have some color samples for you."
Leslie Knope,"Ann, it was very hard to capture your beauty, and, Ben, you make a sexy pumpkin"
Leslie Knope,No surprise.
Leslie Knope,Love you both.
Leslie Knope,See you later.
