Character,Line
Leslie Knope,I have a lot of years to make up for.
Leslie Knope,Who?
Leslie Knope,No!
Leslie Knope,"There's a small park on the line between Pawnee and Eagleton, and--"
Leslie Knope,"Three words, Lindsay Carlisle Shay."
Leslie Knope,Lindsay Carlisle Shay and I used to be best friends.
Leslie Knope,We worked together at the Pawnee Parks Department.
Leslie Knope,"Then she went to work in Eagleton and ""fixed her deviated septum"" and lost 35 pounds and lost something else."
Leslie Knope,What was it again?
Leslie Knope,"Oh, yeah."
Leslie Knope,Her soul.
Leslie Knope,"To be fair, yeah."
Leslie Knope,Our side is this scrappy piece of land where kids go to smash fluorescent light tubes.
Leslie Knope,But it has a lot of heart.
Leslie Knope,"We should stand up for our town, okay?"
Leslie Knope,"Pawneeans are just as good as Eagletonians, although on average, we are several inches shorter and 80 pounds heavier."
Leslie Knope,"Okay, well, I am on ""Operation No More Fence,"" so I'm putting you in charge of ""Operation Ron's Party, colon, Shock And Awe."""
Leslie Knope,I just need you to do what's on that list.
Leslie Knope,That's arson.
Leslie Knope,This woman's right.
Leslie Knope,"I promise you, citizens of Pawnee, and sweet, brave Joey, I will tear down that fence."
Leslie Knope,Yeah.
Leslie Knope,Great.
Leslie Knope,Lindsay!
Leslie Knope,Hi.
Leslie Knope,It has.
Leslie Knope,You look amazing.
Leslie Knope,This is Ann.
Leslie Knope,She is my best friend.
Leslie Knope,Now.
Leslie Knope,"And she's a nurse, and she works at a hospital."
Leslie Knope,It's really nice outside.
Leslie Knope,Shall we speak in my courtyard?
Leslie Knope,"Well, thank you so much for stopping by."
Leslie Knope,"You know, I found a picture of you from back in the day."
Leslie Knope,So let's talk about Lafayette Park.
Leslie Knope,"Come on, Lindsay, this isn't you."
Leslie Knope,"When we used to work here together, we loved the fact that parks were for everyone."
Leslie Knope,That's what makes them so great.
Leslie Knope,Wowsers.
Leslie Knope,"Well, someone once told me that there's no such thing as small parks, just small ideas."
Leslie Knope,And that someone was this woman.
Leslie Knope,You can take it if you want.
Leslie Knope,I have many copies and the negatives.
Leslie Knope,And I have a JPEG.
Leslie Knope,"Lindsay, if we"
Leslie Knope,What?
Leslie Knope,I'm not asleep.
Leslie Knope,I'm awake.
Leslie Knope,"I'm wide awake, and I got my eyes on you."
Leslie Knope,That's what I would've said if I had thought of it in the moment.
Leslie Knope,What did I say instead?
Leslie Knope,"Yeah, it's not that great."
Leslie Knope,"Yes, Eagleton is nicer than Pawnee."
Leslie Knope,"And, yes, because of their cupcake factory, the air always smells like vanilla."
Leslie Knope,But their people are not inherently better than our people.
Leslie Knope,"The only thing they beat us in is life expectancy, beauty pageants, and average income."
Leslie Knope,Who cares?
Leslie Knope,Factoid alert.
Leslie Knope,Eagleton was founded by former Pawneeans.
Leslie Knope,Pawnee was established in May of 1817.
Leslie Knope,"And by July, finding the smell unpleasant and the soil untenable, all the wealthy people evacuated to Eagleton."
Leslie Knope,"Well, nice outfit."
Leslie Knope,"What, did you just come from the stables?"
Leslie Knope,I would not.
Leslie Knope,"I would like you to get off your high horse, Lindsay."
Leslie Knope,Pun intended.
Leslie Knope,"You know if I had your job, there would be no fence there."
Leslie Knope,Great.
Leslie Knope,that the EagletonPawnee fence does a lot more harm than it does good.
Leslie Knope,"Well, we would love to do that, but, unfortunately, money is tight right now."
Leslie Knope,"Well, I would like to respectfully say that any child should be able to play in any park, regardless of wealth or status."
Leslie Knope,"Anyway, this is Joey Plunkett."
Leslie Knope,"Joey, wave to the audience."
Leslie Knope,"Oh, you can't, because you broke your arm climbing that fence."
Leslie Knope,"No, you can't."
Leslie Knope,Both your arms are broken.
Leslie Knope,"Well, with more due respect, a lot of boys do that in our town."
Leslie Knope,You cannot be sure that he is the one.
Leslie Knope,I'm not done.
Leslie Knope,"Tom, let's go."
Leslie Knope,"Hey, not you too."
Leslie Knope,"Man, she used to not be like this."
Leslie Knope,Eagleton really changed her.
Leslie Knope,"Five years ago, Eagleton offered me that job."
Leslie Knope,"I talked it over with Lindsay, and we made a pact that we would stay in Pawnee together and work hard and fight to make Pawnee a better place to live."
Leslie Knope,"And then they offered her the job, and she took it and disappeared."
Leslie Knope,"All right, everybody just grab a bag and open it up and then try to find some dirty stuff in there."
Leslie Knope,Eagleton treats us like garbage.
Leslie Knope,We're gonna treat them like garbage.
Leslie Knope,"We're gonna take these bags of trash, and we're gonna throw it over to their side of the park."
Leslie Knope,And then we're just gonna let the stink and the raccoons run wild.
Leslie Knope,"Oh, my God."
Leslie Knope,What am I thinking? Let's just stop this.
Leslie Knope,Put everything back in the truck.
Leslie Knope,Let's back it up.
Leslie Knope,"I am so sick of this, Lindsay."
Leslie Knope,"You might have a fancy car and a mahogany purse, or whatever rich people have, but I remember something that you're trying to forget."
Leslie Knope,You're a Pawnee girl.
Leslie Knope,"Well, then why do you come here at dinnertime and get takeout from the legendary J.J's Diner?"
Leslie Knope,Don't you dare feed that waffle to that dog to get it to poop.
Leslie Knope,How dare you? No!
Leslie Knope,I want her arrested for attempted murder.
Leslie Knope,I will never apologize to her.
Leslie Knope,Nor I her.
Leslie Knope,I doth proclaim to be a stupid fart face.
Leslie Knope,Did G.B. Shaw write your stupid fart face?
Leslie Knope,No.
Leslie Knope,Beautiful Ann.
Leslie Knope,Thank you for coming to get me.
Leslie Knope,"It was a rough night, but I survived."
Leslie Knope,Scone? They only have maple walnut.
Leslie Knope,The only thing I'm guilty of is loving Pawnee.
Leslie Knope,"And punching Lindsay in the face, and shoving a coffee filter down her pants."
Leslie Knope,"But in my defense, I believe that assault should be illegal if the person is a jerk."
Leslie Knope,Because she's a stupid jerk.
Leslie Knope,because we were best friends and then she sold out everything that we believed in.
Leslie Knope,"and the worst part, to her our friendship it's like it never happened."
Leslie Knope,Thank you.
Leslie Knope,Thank you.
Leslie Knope,"Wait a minute, oh my god, okay we have a lot of work to do."
Leslie Knope,"Ann, put these scones in your bra, let's go."
Leslie Knope,"Hey Lindsay, introducing the Pawnee wiffle ball league."
Leslie Knope,It's an idea that I came up with after my best friend Ann over there said she wanted to bash your head in with a baseball bat.
Leslie Knope,"and I want to thank you for the fence, there's no way we could afford that high quality wood."
Leslie Knope,One of the many Eagleton kids who signed up will just pop over and grab it.
Leslie Knope,What are you doing tonight?
Leslie Knope,"I don't know, I thought maybe you could bust out your old Jazz sweatshirt and you and I could go to Sullivan's for a beer."
Leslie Knope,I know you do.
Leslie Knope,"Yeah, I work with some really great people."
Leslie Knope,"Hey, did you hear the news?"
Leslie Knope,Ben and chris want us to go into conference room C for a meeting.
Leslie Knope,"Happy birthday, Ron."
Leslie Knope,I did that for Ann.
Leslie Knope,why would I throw Ron Swanson an Ann Perkins party?
Leslie Knope,That was just a list of ways to mess with you.
Leslie Knope,She do them all?
Leslie Knope,"So, I have rented Bridge on the River Kwai and the Dirty Dozen."
Leslie Knope,Artie from security is outside the door so no one will bother you.
Leslie Knope,and a cab will be here whenever you're ready to take you home.
Leslie Knope,Do you remember what you said to me five years ago when Eagleton offered me that job and I asked you for advice?
Leslie Knope,"Right, but after, when I pressed you?"
Leslie Knope,What did you say?
Leslie Knope,"Yes, that's how I remember it."
Leslie Knope,"This, by the way, is a onetime only situation."
Leslie Knope,"Next year, your birthday party is going to be a rager."
Leslie Knope,"I did, I broke"
Leslie Knope,"Okay, okay, let's not fight, I broke it, let me pay for it Ron."
Leslie Knope,What does Kahlua style mean?
Leslie Knope,"I'm so glad we found this time to talk ,it feels like it's been forever."
Leslie Knope,"All right, let's start with the personal stuff."
Leslie Knope,How's Jessie?
Leslie Knope,The photographer guy.
Leslie Knope,Uhuh.
Leslie Knope,Why?
Leslie Knope,I liked him.
Leslie Knope,Do you think I could get that book back that I loaned him?
Leslie Knope,Oh.
Leslie Knope,Never mind.
Leslie Knope,Race you.
Leslie Knope,"Bye, Ann."
Leslie Knope,"Sorry, got to go."
Leslie Knope,"Hey, move!"
Leslie Knope,"Councilman Howser, sorry."
Leslie Knope,Nice to see you as always.
Leslie Knope,"Oh, yeah."
Leslie Knope,Ann should do it.
Leslie Knope,"Yes, I know."
Leslie Knope,I couldn't get it earlier.
Leslie Knope,I know.
Leslie Knope,You can thank me later.
Leslie Knope,"But first, you need to go over your homework."
Leslie Knope,These are all the health initiatives the city has ever undertaken since the 1960s.
Leslie Knope,So you need to partially memorize that.
Leslie Knope,"And it's gonna be a long night, so I got you some energy drinks and some chocolate covered espresso beans and the book Freedom by Jonathan Franzen."
Leslie Knope,"Because I'm almost done with it, Ann."
Leslie Knope,And I want to talk to you about Patty.
Leslie Knope,Okay.
Leslie Knope,I understand.
Leslie Knope,"I just think with this new job, you could make a difference."
Leslie Knope,Make real change happen.
Leslie Knope,"Plus, we'd be working in the same building."
Leslie Knope,No more lightning round catchup sessions.
Leslie Knope,This is your destiny Ann.
Leslie Knope,You don't want to waste away at Pawnee St. Joseph's medical center and turn into her.
Leslie Knope,"And let's be honest, it would be nice to not have to pull strange things out of people's butts every night."
Leslie Knope,It happened once.
Leslie Knope,That already is too many times.
Leslie Knope,Snake Juice!
Leslie Knope,What?
Leslie Knope,Here?
Leslie Knope,"High end, VIP, exclusive."
Leslie Knope,"Hey, how's it going?"
Leslie Knope,It's gonna be fine.
Leslie Knope,People will definitely buy it.
Leslie Knope,"Oh, JeanRalphio."
Leslie Knope,So you're helping Tom.
Leslie Knope,"Well, I know tonight's gonna be a big success, and I wish I could stay."
Leslie Knope,"I really do, but I have to go help Ann."
Leslie Knope,She's gonna be up all night cramming for a big job interview.
Leslie Knope,Hey.
Leslie Knope,And I'm seeing you here.
Leslie Knope,"Yes, I'm surprised."
Leslie Knope,I thought maybe you'd be home preparing for tomorrow.
Leslie Knope,Oh.
Leslie Knope,But you are going in for the interview tomorrow?
Leslie Knope,Oh.
Leslie Knope,"Yeah, I had met you before."
Leslie Knope,I actually was on your show once--
Leslie Knope,So how did you two meet?
Leslie Knope,Awesome.
Leslie Knope,Yeah.
Leslie Knope,"Oh, that's okay."
Leslie Knope,"I mean, I should've known better than to loan something to one of your boyfriends."
Leslie Knope,They come and go so fast.
Leslie Knope,"Well, I mean, let's be honest."
Leslie Knope,How long is it gonna last with this guy?
Leslie Knope,"Well, this hat is an idiot."
Leslie Knope,What?
Leslie Knope,No.
Leslie Knope,I'm not-- Are you-- You seem mad at me.
Leslie Knope,I'm not mad at you.
Leslie Knope,Neither am I.
Leslie Knope,All right.
Leslie Knope,"No offense, but I'm going slow because I might lose my job."
Leslie Knope,"No offense, but I don't remember you having a nursing degree in feelings."
Leslie Knope,"Yeah, I'm very angry, and I'm really drunk."
Leslie Knope,Do you want to dance with me?
Leslie Knope,"Go get me another ""Snork Juice."""
Leslie Knope,Forget it.
Leslie Knope,Jean-Ralphio!
Leslie Knope,Dance up on me.
Leslie Knope,"If you're worried about working with Chris, it doesn't matter."
Leslie Knope,"He's fine with it, he said it wouldn't be weird."
Leslie Knope,Excuse me.
Leslie Knope,"This is my first fight with Ann, and it's a doozy."
Leslie Knope,But I believe that honest discussions between friends can lead to deeper intimacy.
Leslie Knope,"This is a watershed moment in our relationship, and it's important that we fight clean."
Leslie Knope,All I need to do is focus and stay calm.
Leslie Knope,"You're stupid, and you're drunk and you're stupid."
Leslie Knope,It's not Everything isn't your fault all the time.
Leslie Knope,Don't always make everything your fault.
Leslie Knope,I didn't mean it like that.
Leslie Knope,You know I didn't mean it like that.
Leslie Knope,"I just meant you were being stupid, and you were acting like a jerk."
Leslie Knope,"Look, I'm sorry that I thought about you for the job, okay?"
Leslie Knope,"But sometimes if I don't push you in the right direction, you end up standing still."
Leslie Knope,I was just trying to do you a favor.
Leslie Knope,"Maybe we shouldn't work together, then."
Leslie Knope,You don't even know one thing.
Leslie Knope,I didn't even say one thing.
Leslie Knope,"And then she asked me the whole thing, and I didn't even do it once."
Leslie Knope,Your mother's butt.
Leslie Knope,I'm here.
Leslie Knope,"Oh, my God."
Leslie Knope,I'm so hung over.
Leslie Knope,I've never been this hung over.
Leslie Knope,Really?
Leslie Knope,"Well, I am out of questions."
Leslie Knope,"Oh, God."
Leslie Knope,I cannot believe that fight I had with Ann.
Leslie Knope,"I owe her, like, a million apologies."
Leslie Knope,"I think I owe you one, too."
Leslie Knope,I'm sorry.
Leslie Knope,I don't know.
Leslie Knope,"No, I'm sad."
Leslie Knope,"Thank you, Dennis."
Leslie Knope,But we can't give you your job back.
Leslie Knope,Yeah.
Leslie Knope,"All right, who's next? You came."
Leslie Knope,"Well, this committee would like to ask if you are the kind of candidate who could forgive someone after they've behaved like a complete jackass?"
Leslie Knope,"Please, don't worry about it."
Leslie Knope,The committee totally understands.
Leslie Knope,Would you mind if I joined you?
Leslie Knope,Shall we? Ann came in the next day and had a second interview with Chris.
Leslie Knope,"She nailed it, of course."
Leslie Knope,But she doesn't want to totally leave her job.
Leslie Knope,So they struck up a deal.
Leslie Knope,"She works at City Hall part-time, and two days a week, she still gets to be the greatest nurse in the world."
Leslie Knope,Win-win.
Leslie Knope,We need to remember what's important in life.
Leslie Knope,"Friends, waffles, and work."
Leslie Knope,"Or waffles, friends, work."
Leslie Knope,It doesn't matter.
Leslie Knope,But work is third.
Leslie Knope,That's me!
Leslie Knope,Hey.
Leslie Knope,You're so welcome.
Leslie Knope,I was thinking about you when I wrote it.
Leslie Knope,"Cause I was, um"
Leslie Knope,Yeah.
Leslie Knope,I guess we should head over there.
Leslie Knope,All right.
Leslie Knope,Great.
Leslie Knope,"I'll see you there, Benjamin."
Leslie Knope,Ben.
Leslie Knope,It can't happen.
Leslie Knope,We could both get fired.
Leslie Knope,I know!
Leslie Knope,You're right.
Leslie Knope,Good plan.
Leslie Knope,Really?
Leslie Knope,"Ann, everything you have is too sexy."
Leslie Knope,This is actually the dress that Julia Roberts wore as a prostitute in Pretty Woman.
Leslie Knope,"I need, like, a sweat suit or something."
Leslie Knope,I need to send out a signal that nothing is gonna happen.
Leslie Knope,"Yeah, and I could literally get ""afired."""
Leslie Knope,"I need to think of unsexy, boring conversation topics we can talk about in the car."
Leslie Knope,I have a few ideas.
Leslie Knope,"We could discuss The New Yorker article ""The History of the Ladder."""
Leslie Knope,"We could talk about different dorms at Johns Hopkins University, and I could read from my Sonicare booklet."
Leslie Knope,What?
Leslie Knope,"Yeah, so, basically every dorm allows bed lofting, but the students have really taken to it at Wolman and McCoy."
Leslie Knope,No.
Leslie Knope,Sure!
Leslie Knope,Ann and I burned an awesome CD for the trip.
Leslie Knope,"It's an amazing instrument, the banjo."
Leslie Knope,Whale sounds.
Leslie Knope,You can change it if you want.
Leslie Knope,What the hell?
Leslie Knope,Did you see this?
Leslie Knope,"According to their rules, we may not have enough hotel rooms within city limits."
Leslie Knope,"Yeah, maybe we could just point out to them there are tons of hotel rooms just outside city limits."
Leslie Knope,Have you been to the Granville Hotel and Spa?
Leslie Knope,They have the softest towels.
Leslie Knope,Me too.
Leslie Knope,I know.
Leslie Knope,Their bath mats are amazing.
Leslie Knope,It's like stepping on a lamb.
Leslie Knope,Get away from me.
Leslie Knope,I'm sorry.
Leslie Knope,I'm allergic to fingers.
Leslie Knope,"Maybe we should just not talk to each other for the rest of the trip, and I'm just gonna concentrate on the presentation."
Leslie Knope,"And, so, as you can see, Pawnee has 12 beautiful baseball diamonds, and our seats have extra cushioning due to the massive size of our average citizen."
Leslie Knope,"No, you don't."
Leslie Knope,The raccoon problem is under control.
Leslie Knope,"They have their part of the town, and we have ours."
Leslie Knope,"Wow, cheers, sir!"
Leslie Knope,You did it.
Leslie Knope,"No, normally I do it."
Leslie Knope,"This time, you did it."
Leslie Knope,You should take the praise.
Leslie Knope,Yeah.
Leslie Knope,Sure.
Leslie Knope,"Hey, we were thinking about going to dinner, photographer."
Leslie Knope,You want in?
Leslie Knope,You wanna grab some grub?
Leslie Knope,They have great burgers.
Leslie Knope,"I'm sure they have great burgers there, though."
Leslie Knope,"Come on, photographer."
Leslie Knope,Last chance.
Leslie Knope,Okay.
Leslie Knope,"Well, then, it's just us then."
Leslie Knope,Sure.
Leslie Knope,Okay.
Leslie Knope,I tried.
Leslie Knope,You were really great in that presentation today.
Leslie Knope,I liked the stuff you said about Pawnee.
Leslie Knope,That was really nice to hear.
Leslie Knope,"Oh, God."
Leslie Knope,"No, it's not just you."
Leslie Knope,"Oh, God."
Leslie Knope,What?
Leslie Knope,Perfect.
Leslie Knope,"I'm gonna go see a man about some porcelain, you know what I mean?"
Leslie Knope,I'm not buying cocaine.
Leslie Knope,I'm going to the bathroom.
Leslie Knope,"The whiz palace, as I like to call it."
Leslie Knope,"And I'm not calling Ann, so Ann, we have a serious code Ben."
Leslie Knope,"He told me that he liked me, and I'm gonna go make out with him right now."
Leslie Knope,On his face.
Leslie Knope,"No, no."
Leslie Knope,Read me the script.
Leslie Knope,Yes!
Leslie Knope,"Shut up, Ann!"
Leslie Knope,"No, you-- Then, Leslie, Leslie, you don't know what you're talking about."
Leslie Knope,"I care about him very much, and I've had two and a half glasses of red wine, and what that means is I'm gonna go make out with him right now, and it's gonna be awesome."
Leslie Knope,"No, you're supposed to talk me out of this."
Leslie Knope,"Shut up, Ann, I'm doing it anyway."
Leslie Knope,Yeah.
Leslie Knope,"Oh, we couldn't put you out like that."
Leslie Knope,We're on Chris' couch.
Leslie Knope,Well Well
Leslie Knope,"I think I might go to bed, too, actually."
Leslie Knope,"You, too."
Leslie Knope,"Good, I'm gonna go to bed."
Leslie Knope,Good night.
Leslie Knope,"Well, actually, I think it's good that Chris showed up, 'cause I wasn't thinking clearly."
Leslie Knope,"I love my job, Ben loves his job, and it's just not worth the risk."
Leslie Knope,"Oh, hey."
Leslie Knope,Chris just wanted me to drop off these receipts.
Leslie Knope,Okay.
Leslie Knope,Uh-oh.
Leslie Knope,"Hey, ladies and gentlemen, for the first time ever in her new part-time job in the Public Health Department at City Hall, it's Ann Meredith Perkins!"
Leslie Knope,Yay!
Leslie Knope,We have activities every hour on your first day.
Leslie Knope,"10 a.m., Ann's first day waffle explosion."
Leslie Knope,11 a.m. The start paperwork jamboree.
Leslie Knope,"And then 12:00 noon sharp is the inaugural ""D-Ann-ce Party."""
Leslie Knope,There's seven.
Leslie Knope,And you have an office mate.
Leslie Knope,"His name is Stuart, and he's kind of a grouch."
Leslie Knope,Hey.
Leslie Knope,"Just to let you know, I gave the senior center project to Donna."
Leslie Knope,Yes.
Leslie Knope,"Conference room ""C""."
Leslie Knope,"Yeah, good call."
Leslie Knope,The best part of any relationship is the beginning.
Leslie Knope,"No problems, no fights."
Leslie Knope,"Just white wine, cuddling, and crazy amounts of History Channel documentaries."
Leslie Knope,I know.
Leslie Knope,"I just don't wanna talk about it, okay?"
Leslie Knope,I'll see you tonight.
Leslie Knope,No.
Leslie Knope,Just a coincidence.
Leslie Knope,We get it all the time.
Leslie Knope,We laugh about it.
Leslie Knope,But I've never met her.
Leslie Knope,She's Filipino.
Leslie Knope,"Okay, bye."
Leslie Knope,"Because Ben and I are in this amazing little bubble right now, and there's no room in here for Chris' stupid rules about us not dating or my ballbusting mother."
Leslie Knope,You know what I should do?
Leslie Knope,"I should get my mother a oneway ticket to London, leaving today."
Leslie Knope,"And that way, Ben never has to meet her and I could visit her in London."
Leslie Knope,Everybody wins.
Leslie Knope,"Stuart, please, could you give us, like, 45 minutes?"
Leslie Knope,Stuart.
Leslie Knope,That guy was rude.
Leslie Knope,"Hey, Ben."
Leslie Knope,Nothing much.
Leslie Knope,"Since I'm here, I just wanted to let you know that Marlene Griggs-Knope is my mom."
Leslie Knope,"Also, she can be cruel and difficult, and she makes snap judgments about people that she holds on to for a very long time."
Leslie Knope,And she's kind of a bully.
Leslie Knope,Okay!
Leslie Knope,"Go in there, you're gonna be great."
Leslie Knope,"Oh, my God."
Leslie Knope,"Oh, my God."
Leslie Knope,I'm sorry.
Leslie Knope,Here.
Leslie Knope,Sorry!
Leslie Knope,Hey!
Leslie Knope,Somebody made somebody a mix!
Leslie Knope,"And I definitely heard your feedback from last time, so I only put five Sarah McLachlan songs on this one."
Leslie Knope,Should we?
Leslie Knope,I was just trying to delay the inevitable.
Leslie Knope,"If this turns into something real, then we are gonna have to deal with Chris' rule, and parents, and annoying flossing habits, and a lot of unfun stuff."
Leslie Knope,But not yet.
Leslie Knope,I just want to enjoy the bubble for a little while.
Leslie Knope,I'm sorry.
Leslie Knope,Everything's good?
Leslie Knope,"I'm gonna go ask her how it went, and I bet she loved you."
Leslie Knope,No reason.
Leslie Knope,Don't worry about it.
Leslie Knope,It's totally fine.
Leslie Knope,No one's gonna believe that.
Leslie Knope,"When I first met you, I thought you were a fascist hardass."
Leslie Knope,"A cute fascist hardass, but still, you give off a very--"
Leslie Knope,I thought they only wanted four.
Leslie Knope,Or we could go to Belize and go scuba diving.
Leslie Knope,And we could look at the whale sharks.
Leslie Knope,"You're certified, right?"
Leslie Knope,Let's get you certified.
Leslie Knope,"Okay, you need to be strong, powerful, decisive."
Leslie Knope,This is not a meeting.
Leslie Knope,It's a battle.
Leslie Knope,Normal meeting rules do not apply.
Leslie Knope,"I'll be my mom and I'm gonna be very harsh with you, and it's only because I like you a lot."
Leslie Knope,Go!
Leslie Knope,Wrong.
Leslie Knope,No preambles.
Leslie Knope,No introductions.
Leslie Knope,Just walk in and start talking.
Leslie Knope,"I'd like to discuss your rhyming, Dr. Seuss."
Leslie Knope,And you should be sitting by now.
Leslie Knope,Just walk in and take a seat.
Leslie Knope,"""Um"" is the sound in ""dumb."""
Leslie Knope,That's what she says to people.
Leslie Knope,And now you've crossed your legs like a woman.
Leslie Knope,No.
Leslie Knope,"No, we need to put a pin in this."
Leslie Knope,"Here is a list of my mother's top starting with Persian rugs, ending with Daniel Craig."
Leslie Knope,You have 10 minutes to memorize it.
Leslie Knope,Mmmhmm.
Leslie Knope,Mommy.
Leslie Knope,Of course!
Leslie Knope,"I just figured, hey, why not put my mother in a good mood?"
Leslie Knope,"Excuse me, but I'm having coffee with my daughter."
Leslie Knope,Maybe we could do this another time.
Leslie Knope,"Wow, maybe you should talk to him, Mom."
Leslie Knope,He seems pretty self-assured.
Leslie Knope,"Hey, guys, come on."
Leslie Knope,Let's relax.
Leslie Knope,"I gotta say, this is some of my best work."
Leslie Knope,This could not have gone better.
Leslie Knope,They are really hitting it off.
Leslie Knope,Thank God.
Leslie Knope,Crisis averted.
Leslie Knope,Yeah So you have a deal.
Leslie Knope,"What's so great is, she was impressed by you, too."
Leslie Knope,"I mean, you could tell instantly."
Leslie Knope,The way you guys were connecting was really amazing.
Leslie Knope,"Now, what I'm thinking is that maybe we should go over to her house"
Leslie Knope,"I gotta say, I'm a genius."
Leslie Knope,The only thing my mom loves more than music boxes is McSteamy from Grey's Anatomy.
Leslie Knope,"So, I made her a McSteamystyle music box, and I thought maybe you could give it to her."
Leslie Knope,She would love you for it.
Leslie Knope,Why?
Leslie Knope,"I mean, it's not the best picture of him, but--"
Leslie Knope,"Oh, my God."
Leslie Knope,I can't even have this conversation.
Leslie Knope,The whole thing is screwed up now.
Leslie Knope,"There's so many ways to destroy a bubble, but my mom flirting with you is number one on the list."
Leslie Knope,"And I'm sorry, I have to say this, were you asking for it in any way?"
Leslie Knope,How were you dressed?
Leslie Knope,Here's what we do.
Leslie Knope,"You issue a government-wide memo about sexual harassment, and then you go to Mexico."
Leslie Knope,Just for a couple of weeks.
Leslie Knope,Where are you going? Ben! Ben! Wait.
Leslie Knope,"Just-- Hey-- Hi, Mom."
Leslie Knope,"That's what we thought, too."
Leslie Knope,"Me, too."
Leslie Knope,You keep your hands off him.
Leslie Knope,Kind of figured you'd be back in your office by now.
Leslie Knope,Seems like everyone else is back to normal.
Leslie Knope,How long do you have to do this?
Leslie Knope,Citizen request.
Leslie Knope,"Swivel, swivel, swivel."
Leslie Knope,Hello.
Leslie Knope,"I can help you in here, sir."
Leslie Knope,"I have some very important news about our favorite minihorse, Li'I Sebastian."
Leslie Knope,He died last night.
Leslie Knope,"But we can take comfort in the fact that he is in heaven now, doing the two things he loves doing the most."
Leslie Knope,Eating carrots and urinating freely.
Leslie Knope,"Because of all he's done for the town, we are gonna be holding a small memorial service for him."
Leslie Knope,"But for now, I think we should bow our heads in a moment of silence."
Leslie Knope,"I got it, thank you."
Leslie Knope,"It's times like this, when someone or some horse passes, that you really take stock of your life."
Leslie Knope,You look around you and you start to realize what it is that you truly care about.
Leslie Knope,"For Li'l Sebastian, I imagine it was good fresh oats, a trough of water, and a willing sexual partner."
Leslie Knope,Or non-willing.
Leslie Knope,"He was a horse, so I think they had to do it either way."
Leslie Knope,"From now on, we stop mourning Li'l Sebastian's death and we start celebrating his life."
Leslie Knope,That's what he would've wanted.
Leslie Knope,So maintenance is gonna set up the stage.
Leslie Knope,Ron will be laying the ceremonial wreath.
Leslie Knope,"Oh, Jerry, that sounds wonderful."
Leslie Knope,"Okay, Andy, I need you to write a memorial song."
Leslie Knope,"Something like Candle in the Wind, but 5,000 times better."
Leslie Knope,"He sleeps on a futon, so"
Leslie Knope,We can give him 50 bucks.
Leslie Knope,"Okay, here is a memo with some facts about Li'I Sebastian."
Leslie Knope,I think you'll find yours particularly interesting.
Leslie Knope,What?
Leslie Knope,That's weird.
Leslie Knope,Must be a typo.
Leslie Knope,"Cube butt, cube butt."
Leslie Knope,"Okay, Tom, we trust you."
Leslie Knope,Make us proud.
Leslie Knope,"Okay, so I'm meeting him in your office in a few minutes, how do I look?"
Leslie Knope,Sophisticated with a hint of slutty.
Leslie Knope,"Thanks, I don't know, when I look at my life right now, it feels almost perfect."
Leslie Knope,"I mean we have to sleep around, but weirdly it's kind of fun that no one knows."
Leslie Knope,But enough about me.
Leslie Knope,How's Ann?
Leslie Knope,Don't even talk about Chris.
Leslie Knope,"Every time I hear his name, I think about the fact that he's gonna find out about me and Ben, and he's gonna fire both of us."
Leslie Knope,And about how much he hurt you.
Leslie Knope,What?
Leslie Knope,That's disgusting and wrong.
Leslie Knope,I don't even get Why would I I've never had sex with anyone anywhere.
Leslie Knope,"It's none of your You have the nerve, the audacity Ben is my boss, technically."
Leslie Knope,"And he is terrible, facewise."
Leslie Knope,"And how How do I know, frankly, that you're not sleeping with him?"
Leslie Knope,Maybe you are.
Leslie Knope,Maybe you're trying to throw me off.
Leslie Knope,Hmm.
Leslie Knope,Check and mate.
Leslie Knope,This is an outrage!
Leslie Knope,Who do I call?
Leslie Knope,"Hey, hey."
Leslie Knope,How did you find out?
Leslie Knope,"Okay, okay."
Leslie Knope,And this is how Eleanor Roosevelt would kiss.
Leslie Knope,"Okay, lay down."
Leslie Knope,Please tell me you hung up before Ruth Bader Ginsburg.
Leslie Knope,"Ron, we're being very careful."
Leslie Knope,"Oh, President, Reagan, my blazer popped open."
Leslie Knope,Oh no.
Leslie Knope,"Okay, you've proven your point."
Leslie Knope,"So the only people that know are my mom, Ann, and Ron."
Leslie Knope,And they're not gonna say anything.
Leslie Knope,"Okay, yeah."
Leslie Knope,We can't.
Leslie Knope,Yes.
Leslie Knope,That feels appropriate.
Leslie Knope,"Yeah, I mean, I think we can get away with that as long as we don't do stuff like this."
Leslie Knope,You can just leave it there.
Leslie Knope,"So my mom, Ron, Ann, and that guy."
Leslie Knope,Hey friend.
Leslie Knope,What you saw was not what you think it is.
Leslie Knope,"Oh, right."
Leslie Knope,I won the MacArthur Genius Grant.
Leslie Knope,Yeah.
Leslie Knope,Thank you.
Leslie Knope,"Oh, that's a good idea."
Leslie Knope,You should do that and you should get a massage.
Leslie Knope,"I have a gift certificate actually, my mom gave it to me for you."
Leslie Knope,Yes.
Leslie Knope,Thank you.
Leslie Knope,And thank you for your discretion.
Leslie Knope,"Welcome, everyone."
Leslie Knope,"Sebastian may have been li'I, but his impact on this town and the Parks Department was anything but li'I."
Leslie Knope,"I would like to introduce his owner's, Michael and Elizabeth Stone, and two of his closest friends."
